iso3,health,nutrition,wash,education,protection,poverty,survival
SAU,0.12413793103448256,2.0612244897959187,0.19317637538357366,3.0953240645559155,0.5573770491803278,6.98,0.47972078897722664
SYC,0.22988505747126453,1.0612244897959184,0.19340598896418992,,,9.65,1.3010978732695218
SLE,2.9405330907687643,6.1285153803039805,7.267912206264697,4.727770084940675,5.5287936107608235,7.698849167685818,9.419325659585814
SGP,0.05747126436781613,0.36734693877551017,8.881784197001252e-16,0.03894851082249684,0.01639344262295082,7.22,0.06490046283158304
SVK,0.24827586206896513,,0.15367730326139384,2.013139222797589,,0.0,0.4713209010356248
SVN,0.9931034482758628,,0.12726915821663276,0.4440122403596568,,0.0,0.08292136272740444
SLB,1.9152650293558255,5.877551020408164,6.032114830912067,,3.4918032786885242,,1.9398066942769676
SOM,6.126340996168583,7.336734693877551,6.245226920682934,,,,10.0
ZAF,2.6281877945919128,4.132504698163595,3.280879829823505,3.4460402245678456,0.5901639344262295,2.7000229726567837,3.3703004989216927
ESP,0.22988505747126453,,0.010420759411567282,0.4526400315134147,,4.47,0.17107894000072482
LKA,0.0682833043909703,1.219363027925225,1.1072472995967502,0.5915266766455259,0.8032786885245902,6.39,0.47464566368530264
SUR,2.470943245403677,2.507500576967459,1.4438610234996945,3.363221626541122,3.37389659520807,3.0969144928540446,1.5019669923931014
SWZ,1.5997912015215416,3.2481784313079025,4.445639138616533,,1.771122320302648,8.41,4.421193115797935
SWE,0.1816091954022987,,0.08869668565772493,0.23917524438155258,,0.0,0.10605000327780323
CHE,0.1816091954022987,,0.005585174137447524,,,0.0,0.2550712078317586
SYR,2.9775223499361445,4.654561339883288,1.0043596906798478,,,,1.9403117703168953
TJK,0.0682833043909703,3.738732649764268,1.6467696692602576,0.47496478300341727,1.4262295081967211,6.1353844191672815,2.626730250933138
THA,0.36139846743295,1.84773004516831,0.2104670991459372,0.9803552360906902,2.7868852459016393,3.816141770085683,0.789745912522984
MKD,0.8505747126436786,1.0692360950842374,0.1426107942458336,1.3177690856472535,0.8583438419503993,7.74,0.18559432733988496
TLS,2.622870668982056,6.87310012858132,4.1488721057760936,2.592010445607212,2.272593526691887,5.6237913651136076,4.922767638848097
TGO,2.985874748477081,4.611618476146518,7.474394294879528,5.3960682878770045,5.3532997057587215,2.55,5.768500341419709
TTO,0.5694120565616472,1.7843460485971447,0.8065681995336558,1.8573244998329472,0.7673392181588903,8.19,1.7898088844233697
TUR,0.03956834532374076,0.9183673469387756,0.35227935369675034,1.632535633287926,1.8331231609920133,6.26,1.152674824911076
TKM,0.0,0.78739573373776,0.013881965633911383,0.04622860380465443,0.49999999999999994,4.463566533247806,3.908402261086426
TUV,0.22988505747126453,1.472701196795358,0.6607635879007242,2.890984592183183,0.5321563682219419,10.0,1.8729651933895355
UKR,0.7747126436781618,2.183673469387755,0.5830749603665145,,,0.0,0.6739742096456214
