system:index,ISO3,groups,ucode,.geo
00000000000000000605,ZAF,"[{combination_id=8, sum=387.1199528365396}, {combination_id=16, sum=27.811010862180197}, {combination_id=17, sum=7.157873906195164}, {combination_id=32, sum=246.871705739079}, {combination_id=33, sum=266.89505981657305}, {combination_id=40, sum=61.113206121488474}, {combination_id=41, sum=0.37506270192417446}, {combination_id=96, sum=18.031629078206606}, {combination_id=97, sum=32.283965192611305}, {combination_id=104, sum=2.137480031698942}, {combination_id=105, sum=3.561061370621125}, {combination_id=128, sum=5270.307345473277}, {combination_id=129, sum=76.95650297276272}, {combination_id=130, sum=1.655455619096756}, {combination_id=131, sum=1.415358990430832}, {combination_id=136, sum=8747.978118161904}, {combination_id=144, sum=5962.837789936877}, {combination_id=145, sum=795.2582238798832}, {combination_id=146, sum=0.7152020074427128}, {combination_id=147, sum=1.217385989613831}, {combination_id=152, sum=10.51465100015048}, {combination_id=160, sum=3969.992214929469}, {combination_id=161, sum=412.7571687159776}, {combination_id=168, sum=18.59603200329002}, {combination_id=169, sum=3.1970490036765113}, {combination_id=176, sum=682.9825110216971}, {combination_id=177, sum=127.38232074816227}, {combination_id=184, sum=7.731991794946439}, {combination_id=185, sum=0.2028339933604002}, {combination_id=192, sum=56.7465539239347}, {combination_id=208, sum=152.41909327732066}, {combination_id=209, sum=28.429609590009147}, {combination_id=216, sum=4.573216021060944}, {combination_id=217, sum=3.0655670454725623}, {combination_id=224, sum=216.8826560846046}, {combination_id=225, sum=158.49024603180922}, {combination_id=232, sum=0.0339030004106462}, {combination_id=233, sum=0.0021202548895506005}, {combination_id=240, sum=43.71628318121657}, {combination_id=241, sum=1.4361710362136364}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000606,ZAF,[],ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000607,ZAF,"[{combination_id=1, sum=431.6906806200277}, {combination_id=2, sum=0.13942418708739912}, {combination_id=8, sum=23921.370993118995}, {combination_id=9, sum=29.902712070965208}, {combination_id=10, sum=59.28648532306292}, {combination_id=11, sum=1.4511739760637283}, {combination_id=16, sum=12114.863095402769}, {combination_id=17, sum=80.40721076222447}, {combination_id=24, sum=157189.73235937892}, {combination_id=25, sum=1357.3368182455195}, {combination_id=26, sum=142.3585543156798}, {combination_id=27, sum=21.15020202894549}, {combination_id=32, sum=1511.1849260239396}, {combination_id=33, sum=47.128975053783506}, {combination_id=40, sum=214.07152096554637}, {combination_id=41, sum=6.126264957711101}, {combination_id=48, sum=15923.494248810806}, {combination_id=49, sum=99.14197516959393}, {combination_id=56, sum=865.3206051236484}, {combination_id=57, sum=161.26764094550163}, {combination_id=64, sum=1746.613212467623}, {combination_id=65, sum=94.10624239011668}, {combination_id=66, sum=24.601336827372457}, {combination_id=72, sum=16812.117391324133}, {combination_id=73, sum=188.11279843280892}, {combination_id=74, sum=33.89812851031357}, {combination_id=75, sum=25.511030590286314}, {combination_id=80, sum=10803.123315299388}, {combination_id=81, sum=2.3868249804363586}, {combination_id=82, sum=20.33666575141251}, {combination_id=83, sum=0.23900900408625603}, {combination_id=88, sum=66294.75124675193}, {combination_id=89, sum=451.13975007554757}, {combination_id=90, sum=4.769617974758148}, {combination_id=96, sum=3.999964974122122}, {combination_id=97, sum=0.6127140019088984}, {combination_id=104, sum=1.5409289933741093}, {combination_id=112, sum=1037.0987835696433}, {combination_id=120, sum=3.3874579783296213}, {combination_id=128, sum=18408.917422737177}, {combination_id=129, sum=292.1726781085308}, {combination_id=136, sum=7035.7007494997815}, {combination_id=137, sum=116.14198705178569}, {combination_id=144, sum=8949.410573891604}, {combination_id=145, sum=74.51579185554874}, {combination_id=152, sum=14718.47715781699}, {combination_id=153, sum=328.310705400334}, {combination_id=160, sum=7803.688830325023}, {combination_id=161, sum=123.96612538574118}, {combination_id=168, sum=3263.069982347428}, {combination_id=169, sum=158.17777507202118}, {combination_id=176, sum=12866.500800006397}, {combination_id=177, sum=110.69259993743617}, {combination_id=184, sum=2447.029836668662}, {combination_id=185, sum=58.70399189158343}, {combination_id=192, sum=3644.7999488118803}, {combination_id=193, sum=19.09362896665698}, {combination_id=200, sum=932.270298074116}, {combination_id=201, sum=17.719641061499715}, {combination_id=208, sum=989.6137018137597}, {combination_id=209, sum=0.20762999542057514}, {combination_id=216, sum=3460.1797023145627}, {combination_id=217, sum=25.968787964608055}, {combination_id=224, sum=11.908440947532654}, {combination_id=225, sum=6.178762974217534}, {combination_id=232, sum=34.959906907752156}, {combination_id=233, sum=1.3660010062158108}, {combination_id=240, sum=2843.094793127413}, {combination_id=241, sum=1.2639449797570705}, {combination_id=248, sum=23.233224039897323}, {combination_id=249, sum=0.7245550016523339}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000608,ZAF,"[{combination_id=16, sum=11796.480041930314}, {combination_id=17, sum=40.280543016822776}, {combination_id=24, sum=6331.977913293231}, {combination_id=32, sum=10480.143090121419}, {combination_id=33, sum=282.40673134458484}, {combination_id=40, sum=14467.571004832513}, {combination_id=41, sum=7449.36575722901}, {combination_id=48, sum=234255.5683133246}, {combination_id=49, sum=5463.465999221214}, {combination_id=56, sum=30765.997076105796}, {combination_id=57, sum=3854.1323527925115}, {combination_id=80, sum=11064.333464825111}, {combination_id=81, sum=2.3475700088310987}, {combination_id=88, sum=1448.480997644714}, {combination_id=96, sum=527.5009930637898}, {combination_id=97, sum=6.744513012468815}, {combination_id=104, sum=864.3322949163266}, {combination_id=105, sum=546.2433413362596}, {combination_id=112, sum=72209.87689307398}, {combination_id=113, sum=1931.546415646858}, {combination_id=120, sum=28926.512732754847}, {combination_id=121, sum=5886.665866946955}, {combination_id=144, sum=449.7120165392407}, {combination_id=145, sum=0.24179100804030895}, {combination_id=152, sum=531.5421356362058}, {combination_id=160, sum=24193.433155613347}, {combination_id=161, sum=326.01382439897174}, {combination_id=168, sum=5430.813815052228}, {combination_id=169, sum=1129.7830762847611}, {combination_id=176, sum=47343.54838633407}, {combination_id=177, sum=909.7296257569596}, {combination_id=184, sum=3863.9732665468973}, {combination_id=185, sum=893.4306435772323}, {combination_id=208, sum=1499.1745971133205}, {combination_id=209, sum=0.2954789996147156}, {combination_id=216, sum=61.16668084914272}, {combination_id=224, sum=371.9079937530478}, {combination_id=225, sum=60.96434810268693}, {combination_id=232, sum=124.89662883244455}, {combination_id=233, sum=18.861825041181874}, {combination_id=240, sum=12198.122344999469}, {combination_id=241, sum=416.0435060888087}, {combination_id=248, sum=1046.1431694979738}, {combination_id=249, sum=207.53336064361045}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000609,ZAF,"[{combination_id=56, sum=0.6039089895784855}, {combination_id=184, sum=0.39853898622095585}, {combination_id=248, sum=2.3453319938853383}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060a,ZAF,"[{combination_id=1, sum=1705.3000675712256}, {combination_id=2, sum=1.2953205386160727}, {combination_id=3, sum=0.17302745508358758}, {combination_id=8, sum=237696.37538446204}, {combination_id=9, sum=888.4245951237439}, {combination_id=10, sum=2.9440256757113863}, {combination_id=11, sum=0.8725429847836494}, {combination_id=16, sum=731132.3301943833}, {combination_id=17, sum=6594.4542315589315}, {combination_id=18, sum=45.643084705121105}, {combination_id=19, sum=1.2955935553446702}, {combination_id=24, sum=991674.1417972406}, {combination_id=25, sum=3458.6477523404146}, {combination_id=26, sum=16.256067916849517}, {combination_id=32, sum=21.766204019309953}, {combination_id=40, sum=214.93934156699106}, {combination_id=41, sum=13.622826032340527}, {combination_id=48, sum=29.75302395108156}, {combination_id=49, sum=1.5835220143198967}, {combination_id=56, sum=145.41303470352432}, {combination_id=57, sum=4.83383394498378}, {combination_id=64, sum=83780.8491739734}, {combination_id=65, sum=542.783633951185}, {combination_id=72, sum=29636.98319125503}, {combination_id=73, sum=103.81250021027518}, {combination_id=74, sum=0.08678218698969074}, {combination_id=80, sum=101013.36221376686}, {combination_id=81, sum=210.76203395187207}, {combination_id=88, sum=113466.58119755282}, {combination_id=89, sum=149.2914252715156}, {combination_id=90, sum=0.3532026664490866}, {combination_id=120, sum=11.525089081434999}, {combination_id=121, sum=0.21119099762290716}, {combination_id=128, sum=7887.471573607443}, {combination_id=129, sum=79.59596771956421}, {combination_id=136, sum=1723.299961608842}, {combination_id=137, sum=29.66681113722734}, {combination_id=144, sum=3631.400325287599}, {combination_id=145, sum=552.6398603094276}, {combination_id=146, sum=0.09198800241574645}, {combination_id=147, sum=0.016954999417066574}, {combination_id=152, sum=3128.417054677939}, {combination_id=153, sum=39.264893030165695}, {combination_id=154, sum=0.009819000260904431}, {combination_id=160, sum=19.932100033503957}, {combination_id=168, sum=7.867462977301329}, {combination_id=176, sum=116.29220188880572}, {combination_id=177, sum=13.486614101566374}, {combination_id=184, sum=713.4649142935814}, {combination_id=185, sum=28.81893706593837}, {combination_id=192, sum=1654.3628443162888}, {combination_id=193, sum=7.2675260957330465}, {combination_id=200, sum=251.2926810705103}, {combination_id=201, sum=11.74801998026669}, {combination_id=208, sum=1094.1189700690597}, {combination_id=209, sum=18.86258604854811}, {combination_id=216, sum=87.89727102490724}, {combination_id=217, sum=0.9770300015807152}, {combination_id=218, sum=0.2219109982252121}, {combination_id=248, sum=9.993124995962717}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060b,ZAF,"[{combination_id=1, sum=155.16539826372173}, {combination_id=8, sum=17593.93904855146}, {combination_id=9, sum=20.800136012549046}, {combination_id=16, sum=3940470.1648183935}, {combination_id=17, sum=23477.108361224615}, {combination_id=24, sum=1151788.6443348532}, {combination_id=25, sum=16455.051306216686}, {combination_id=48, sum=98831.6302085409}, {combination_id=49, sum=5132.9062593203935}, {combination_id=56, sum=21856.718677121567}, {combination_id=57, sum=312.8976180937375}, {combination_id=64, sum=34103.4320808397}, {combination_id=65, sum=23.567442978033796}, {combination_id=72, sum=10211.145977979497}, {combination_id=73, sum=0.056824998930096626}, {combination_id=80, sum=1267531.3542816427}, {combination_id=81, sum=6050.051145401438}, {combination_id=88, sum=606915.4198547106}, {combination_id=89, sum=5429.197149325704}, {combination_id=112, sum=31287.697513334188}, {combination_id=113, sum=749.4611599002912}, {combination_id=120, sum=11382.288990309171}, {combination_id=121, sum=477.20280185304}, {combination_id=128, sum=19.639157021418214}, {combination_id=144, sum=51658.141676724495}, {combination_id=145, sum=127.76976765065046}, {combination_id=152, sum=23505.18148396107}, {combination_id=153, sum=58.47718228955614}, {combination_id=176, sum=6806.861825831904}, {combination_id=177, sum=43.4880459154374}, {combination_id=184, sum=1086.4520091821614}, {combination_id=185, sum=7.593209430757983}, {combination_id=208, sum=11730.975018817335}, {combination_id=209, sum=143.95935480034677}, {combination_id=216, sum=7496.242061677118}, {combination_id=217, sum=45.175884884353906}, {combination_id=240, sum=1705.1566896059085}, {combination_id=241, sum=6.2251467879258975}, {combination_id=248, sum=596.3578887154872}, {combination_id=249, sum=32.29920307977591}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060c,ZAF,"[{combination_id=1, sum=580.0387598097441}, {combination_id=8, sum=108502.58065082182}, {combination_id=9, sum=657.4638861238491}, {combination_id=16, sum=316643.4428652412}, {combination_id=17, sum=329.8491450747824}, {combination_id=24, sum=228921.59401507588}, {combination_id=25, sum=447.5263022306608}, {combination_id=32, sum=56361.3557941754}, {combination_id=33, sum=1815.888932147806}, {combination_id=40, sum=18869.343348605555}, {combination_id=41, sum=1514.6982650940895}, {combination_id=48, sum=32407.001487573798}, {combination_id=49, sum=834.0407484893218}, {combination_id=56, sum=19612.923357355896}, {combination_id=57, sum=573.1195088108776}, {combination_id=64, sum=11654.695319403603}, {combination_id=65, sum=15.92649202561006}, {combination_id=72, sum=6320.096878848024}, {combination_id=73, sum=188.82647121188347}, {combination_id=80, sum=26508.107839341144}, {combination_id=81, sum=77.58598314912524}, {combination_id=88, sum=29129.71256879544}, {combination_id=89, sum=48.07382383593358}, {combination_id=96, sum=4748.610439930104}, {combination_id=97, sum=38.601618478037466}, {combination_id=104, sum=2084.103168341244}, {combination_id=105, sum=141.5524956245839}, {combination_id=112, sum=10036.985504707107}, {combination_id=113, sum=175.1737443944654}, {combination_id=120, sum=8120.996592144832}, {combination_id=121, sum=196.42658900840166}, {combination_id=128, sum=16488.853943369788}, {combination_id=129, sum=31.9105021096766}, {combination_id=136, sum=8771.532526865369}, {combination_id=137, sum=0.12633900344371796}, {combination_id=144, sum=924.8321677019703}, {combination_id=145, sum=15.342930961865932}, {combination_id=152, sum=2123.191804588714}, {combination_id=153, sum=5.0266080354340374}, {combination_id=160, sum=1931.2173875783628}, {combination_id=161, sum=110.36838685912834}, {combination_id=168, sum=798.2432363453554}, {combination_id=176, sum=1082.1529213998292}, {combination_id=177, sum=4.253593947796617}, {combination_id=184, sum=2352.1170838813623}, {combination_id=185, sum=0.944413763995045}, {combination_id=192, sum=106.24316139053553}, {combination_id=200, sum=38.23860986821819}, {combination_id=216, sum=369.88663586083567}, {combination_id=224, sum=558.4507426204509}, {combination_id=232, sum=9.37177305482328}, {combination_id=240, sum=243.75582075482816}, {combination_id=241, sum=5.512940999818966}, {combination_id=248, sum=406.0944588899147}, {combination_id=249, sum=0.6989809962688014}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060d,ZAF,"[{combination_id=1, sum=1319.1484325131896}, {combination_id=2, sum=0.08630012335146174}, {combination_id=4, sum=71169.27904155613}, {combination_id=5, sum=3880.374867939789}, {combination_id=6, sum=0.24818371293344993}, {combination_id=7, sum=1.5005289963446558}, {combination_id=8, sum=526.9883041829136}, {combination_id=9, sum=4.255253052338958}, {combination_id=16, sum=184385.02508670778}, {combination_id=17, sum=1203.4724062252521}, {combination_id=18, sum=0.08719028434990084}, {combination_id=19, sum=0.719665989279747}, {combination_id=20, sum=94077.49256202867}, {combination_id=21, sum=1252.86910920962}, {combination_id=22, sum=2.485803949336211E-4}, {combination_id=24, sum=9342.457530716143}, {combination_id=25, sum=48.141176023527805}, {combination_id=64, sum=13079.792111364799}, {combination_id=65, sum=25.880270804511383}, {combination_id=66, sum=0.02296576087965685}, {combination_id=80, sum=20087.748052361654}, {combination_id=81, sum=3.496987020946108}, {combination_id=84, sum=1568.2044516832102}, {combination_id=85, sum=9.586215916788206}, {combination_id=88, sum=429.08675247849897}, {combination_id=89, sum=0.17341500520706177}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060e,ZAF,"[{combination_id=1, sum=1872.16880468811}, {combination_id=4, sum=843553.1877159061}, {combination_id=5, sum=9030.021327174498}, {combination_id=6, sum=20.696712535271402}, {combination_id=7, sum=0.9771995257074926}, {combination_id=8, sum=62537.33338856986}, {combination_id=9, sum=631.7293707862108}, {combination_id=12, sum=154554.94971686325}, {combination_id=13, sum=259.2146737704461}, {combination_id=16, sum=292460.856764105}, {combination_id=17, sum=622.9556305420119}, {combination_id=20, sum=643257.3654686093}, {combination_id=21, sum=2924.161255332503}, {combination_id=22, sum=19.50294025662879}, {combination_id=23, sum=2.8362621021224186}, {combination_id=24, sum=107039.98107814552}, {combination_id=25, sum=640.6737610515556}, {combination_id=28, sum=263775.69976487197}, {combination_id=29, sum=338.70274124982825}, {combination_id=32, sum=30661.87253215172}, {combination_id=33, sum=687.6407900051629}, {combination_id=36, sum=29447.951694259526}, {combination_id=37, sum=168.61803028056838}, {combination_id=40, sum=1382.0234367915257}, {combination_id=41, sum=19.891902584648307}, {combination_id=44, sum=16619.220674209424}, {combination_id=45, sum=133.42428740253672}, {combination_id=48, sum=111249.2549158573}, {combination_id=49, sum=1479.6378102114995}, {combination_id=52, sum=54004.47638023882}, {combination_id=53, sum=162.74387286972535}, {combination_id=56, sum=3718.484068056743}, {combination_id=57, sum=115.54634522902779}, {combination_id=60, sum=81020.70773559423}, {combination_id=61, sum=295.09533253707923}, {combination_id=64, sum=152925.70594215492}, {combination_id=65, sum=807.591705878498}, {combination_id=68, sum=70172.06205284939}, {combination_id=69, sum=114.229472338513}, {combination_id=70, sum=25.14273106312612}, {combination_id=71, sum=2.5774940252304077}, {combination_id=72, sum=70294.18580807598}, {combination_id=73, sum=153.3153937754687}, {combination_id=76, sum=66292.19115571865}, {combination_id=77, sum=219.03902210088563}, {combination_id=80, sum=217244.53406190523}, {combination_id=81, sum=958.4951540131588}, {combination_id=84, sum=36078.24219439004}, {combination_id=85, sum=26.501953196479008}, {combination_id=88, sum=53049.74305291112}, {combination_id=89, sum=175.28734240756603}, {combination_id=92, sum=68533.72254506966}, {combination_id=93, sum=77.37347311177291}, {combination_id=96, sum=1020.3136008555448}, {combination_id=97, sum=3.7065649842843413}, {combination_id=100, sum=527.845917944418}, {combination_id=101, sum=5.51997106615454}, {combination_id=104, sum=0.9734178585749047}, {combination_id=108, sum=65.0164798584301}, {combination_id=112, sum=19038.412007203304}, {combination_id=113, sum=656.774625682825}, {combination_id=116, sum=9210.81514211683}, {combination_id=117, sum=69.81731926766224}, {combination_id=124, sum=12801.92378075159}, {combination_id=125, sum=41.568216174375266}, {combination_id=128, sum=2847.6650658414}, {combination_id=129, sum=0.3748850077390671}, {combination_id=132, sum=1441.5892679521348}, {combination_id=133, sum=195.36681681871414}, {combination_id=136, sum=220.05044522951357}, {combination_id=140, sum=1934.812338413205}, {combination_id=141, sum=0.004604000132530928}, {combination_id=144, sum=63.754499207250774}, {combination_id=145, sum=0.7273279801011086}, {combination_id=148, sum=1079.831386496924}, {combination_id=149, sum=3.076133020222187}, {combination_id=150, sum=1.5104959905147552}, {combination_id=152, sum=121.45019564870745}, {combination_id=153, sum=0.030791999772191048}, {combination_id=156, sum=1301.634889443114}, {combination_id=160, sum=442.1471234958153}, {combination_id=164, sum=352.04910189146176}, {combination_id=165, sum=1.0857880403636955}, {combination_id=172, sum=49.4598887313623}, {combination_id=176, sum=4395.748124183505}, {combination_id=180, sum=1829.4546698140039}, {combination_id=181, sum=1.7404009699821472}, {combination_id=188, sum=1120.9716867447132}, {combination_id=192, sum=234.42808593367226}, {combination_id=193, sum=8.045797869563103}, {combination_id=196, sum=1.3352510081604123}, {combination_id=197, sum=0.09913600236177444}, {combination_id=200, sum=5.141095040366054}, {combination_id=204, sum=59.78267803089693}, {combination_id=208, sum=144.90654689876828}, {combination_id=209, sum=2.8398209779988974}, {combination_id=212, sum=3.2695839998777956}, {combination_id=216, sum=171.632595893112}, {combination_id=217, sum=0.0028149998979642987}, {combination_id=220, sum=668.5083788144402}, {combination_id=228, sum=0.5407669991254807}, {combination_id=240, sum=3.487517010420561}, {combination_id=244, sum=55.646900042309426}, {combination_id=245, sum=0.17767800390720367}, {combination_id=252, sum=188.00786860997323}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060f,ZAF,"[{combination_id=1, sum=598.7155475178733}, {combination_id=8, sum=469711.7277554689}, {combination_id=9, sum=1155.9457546702615}, {combination_id=16, sum=138289.92709805706}, {combination_id=17, sum=65.61236782441847}, {combination_id=24, sum=155606.9609660531}, {combination_id=25, sum=396.0656063283095}, {combination_id=32, sum=126620.09646949242}, {combination_id=33, sum=430.62284303990583}, {combination_id=40, sum=181912.56607329642}, {combination_id=41, sum=2094.634704755532}, {combination_id=48, sum=13250.797704409562}, {combination_id=49, sum=429.6768263493438}, {combination_id=56, sum=1517.7759533936623}, {combination_id=57, sum=29.281454593344026}, {combination_id=64, sum=31498.68346233043}, {combination_id=65, sum=7.381168965948746}, {combination_id=72, sum=60284.63281505945}, {combination_id=73, sum=61.48208499245811}, {combination_id=80, sum=8889.761161637885}, {combination_id=81, sum=8.753913039341569}, {combination_id=88, sum=5537.04362683151}, {combination_id=89, sum=34.6576260245638}, {combination_id=96, sum=14218.197699914677}, {combination_id=97, sum=277.3282640748211}, {combination_id=104, sum=20102.096334127156}, {combination_id=105, sum=36.81614305579569}, {combination_id=112, sum=2302.805625940382}, {combination_id=113, sum=29.16865495807724}, {combination_id=120, sum=105.37072650605114}, {combination_id=128, sum=6606.485442770529}, {combination_id=129, sum=0.7689359840005636}, {combination_id=136, sum=11166.33315798972}, {combination_id=137, sum=0.4201090042479336}, {combination_id=144, sum=703.5403155958047}, {combination_id=152, sum=899.1971659436822}, {combination_id=160, sum=3079.283453562646}, {combination_id=161, sum=3.6345780063420534}, {combination_id=168, sum=6289.947913445183}, {combination_id=169, sum=24.800572048407048}, {combination_id=176, sum=1046.8455009278841}, {combination_id=177, sum=22.48611097194953}, {combination_id=184, sum=216.18348626070656}, {combination_id=185, sum=4.419807977974415}, {combination_id=192, sum=58.59704168699682}, {combination_id=200, sum=646.6543949005427}, {combination_id=216, sum=551.5081439693458}, {combination_id=224, sum=74.34128812106792}, {combination_id=225, sum=2.0828550262376666}, {combination_id=232, sum=724.5899165965384}, {combination_id=240, sum=140.90585069870576}]",ZAF_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000610,MNE,"[{combination_id=1, sum=979.3530230334134}, {combination_id=2, sum=25.09937501444947}, {combination_id=3, sum=48.551691902801394}, {combination_id=8, sum=6601.665684217668}, {combination_id=9, sum=1760.0099083671669}, {combination_id=10, sum=23.41247890251095}, {combination_id=11, sum=152.7534708404498}, {combination_id=16, sum=66084.48872691917}, {combination_id=17, sum=4223.70243822302}, {combination_id=18, sum=14.976272553731414}, {combination_id=19, sum=2.687111005478073}, {combination_id=24, sum=23182.016308232323}, {combination_id=25, sum=286.8369351851212}, {combination_id=26, sum=2.3130722215508714}, {combination_id=64, sum=2466.0576503323405}, {combination_id=65, sum=0.5823550168424845}, {combination_id=66, sum=0.8851023165180403}, {combination_id=72, sum=267.32359322065525}, {combination_id=80, sum=7752.142645505181}, {combination_id=81, sum=91.23101154772186}, {combination_id=88, sum=3796.5732878118606}, {combination_id=89, sum=9.157813765145107}, {combination_id=208, sum=4.442969962954521}]",MNE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000611,MNE,"[{combination_id=16, sum=3842.3753938446753}, {combination_id=64, sum=537.197400286328}, {combination_id=80, sum=465.4069691370588}]",MNE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000612,SDN,"[{combination_id=56, sum=4071.14503557235}, {combination_id=57, sum=148.8972020279616}, {combination_id=120, sum=5373.365782580262}, {combination_id=121, sum=828.5539257554337}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000613,SDN,"[{combination_id=24, sum=64686.485473239794}, {combination_id=40, sum=9.408852942287922}, {combination_id=56, sum=2027947.3702461005}, {combination_id=57, sum=77923.6201264081}, {combination_id=88, sum=18927.945728840306}, {combination_id=120, sum=355845.4195004929}, {combination_id=121, sum=11275.674232506892}, {combination_id=152, sum=7331.78338814876}, {combination_id=168, sum=1463.9632261907682}, {combination_id=184, sum=1017897.1499451267}, {combination_id=185, sum=10659.601543052575}, {combination_id=216, sum=4337.960087509826}, {combination_id=232, sum=2.466118946671486}, {combination_id=248, sum=61449.70164212154}, {combination_id=249, sum=244.5512192840688}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000614,SDN,"[{combination_id=56, sum=160.91720529668964}, {combination_id=57, sum=4.011284713651619}, {combination_id=176, sum=751.9866188363318}, {combination_id=177, sum=332.73873082268983}, {combination_id=184, sum=27507.64469275928}, {combination_id=185, sum=851.8425132965039}, {combination_id=241, sum=0.6915299892425537}, {combination_id=248, sum=0.21610300242900848}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000615,SDN,[],SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616,SDN,"[{combination_id=56, sum=8773.192757057288}, {combination_id=57, sum=994.5476509803066}, {combination_id=120, sum=23331.715339340586}, {combination_id=121, sum=3979.8345570565402}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000617,SDN,"[{combination_id=48, sum=1738.4486995931645}, {combination_id=49, sum=76.6570259113796}, {combination_id=56, sum=2039727.4228265989}, {combination_id=57, sum=157033.38054111716}, {combination_id=112, sum=53.27390523743816}, {combination_id=113, sum=4.227189064025879}, {combination_id=120, sum=202902.7622368951}, {combination_id=121, sum=24846.386309358048}, {combination_id=176, sum=63369.418984220974}, {combination_id=177, sum=3330.5906957453117}, {combination_id=184, sum=1046828.8915073591}, {combination_id=185, sum=44091.2306672383}, {combination_id=240, sum=3005.040437799704}, {combination_id=241, sum=301.4247539797798}, {combination_id=248, sum=90252.95786670526}, {combination_id=249, sum=3002.788100841688}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000618,SDN,"[{combination_id=24, sum=0.21610300242900848}, {combination_id=48, sum=23.2030398696661}, {combination_id=49, sum=358.3473018556833}, {combination_id=56, sum=43.20489627122879}, {combination_id=57, sum=6.210142865777016}, {combination_id=152, sum=521.4184477776289}, {combination_id=176, sum=21338.518124500144}, {combination_id=177, sum=5322.4375437274575}, {combination_id=184, sum=23658.556257850258}, {combination_id=185, sum=734.0657799169421}, {combination_id=240, sum=1.9818029999732971}, {combination_id=248, sum=0.3889850080013275}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000619,SDN,"[{combination_id=176, sum=764.430502098985}, {combination_id=177, sum=1.7123220339417458}, {combination_id=184, sum=296.3513047029264}, {combination_id=185, sum=0.18200600147247314}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061a,SDN,"[{combination_id=112, sum=2.4971130415797234}, {combination_id=120, sum=5604.731765844629}, {combination_id=121, sum=210.90514649264514}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061b,SDN,"[{combination_id=32, sum=2.4715649411082268}, {combination_id=33, sum=51.15650733630173}, {combination_id=48, sum=83980.72364442667}, {combination_id=49, sum=38364.80767095252}, {combination_id=56, sum=3438927.172934032}, {combination_id=57, sum=576086.9753132865}, {combination_id=112, sum=2844.776103466749}, {combination_id=113, sum=1263.7968333400786}, {combination_id=120, sum=378409.909104356}, {combination_id=121, sum=38831.80805079229}, {combination_id=160, sum=4831.324107472174}, {combination_id=161, sum=1094.1301764188684}, {combination_id=168, sum=287.93011929886416}, {combination_id=169, sum=87.6526355787064}, {combination_id=176, sum=239052.5137117413}, {combination_id=177, sum=68025.6445626597}, {combination_id=184, sum=2001012.5231268601}, {combination_id=185, sum=268572.8996944957}, {combination_id=240, sum=7292.096454011684}, {combination_id=241, sum=1968.149989102967}, {combination_id=248, sum=230109.54083061242}, {combination_id=249, sum=20062.29344513826}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061c,SDN,"[{combination_id=48, sum=1748359.7369970777}, {combination_id=49, sum=1307412.8212907643}, {combination_id=56, sum=92898.17017634772}, {combination_id=57, sum=205675.40775854097}, {combination_id=112, sum=13454.673311159015}, {combination_id=113, sum=238659.1397898756}, {combination_id=120, sum=6281.634802395012}, {combination_id=121, sum=7744.424529631273}, {combination_id=176, sum=1201863.0000017132}, {combination_id=177, sum=437462.8658014734}, {combination_id=184, sum=197391.18978686395}, {combination_id=185, sum=263241.50290186616}, {combination_id=240, sum=31883.336148941802}, {combination_id=241, sum=33709.067922948365}, {combination_id=248, sum=6209.464621869614}, {combination_id=249, sum=6636.879685594293}]",SDN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
