iso3,agricultural_drought_absolute,agricultural_drought_relative,air_pollution_absolute,air_pollution_relative,coastal_flood_absolute,coastal_flood_relative,drought_spei_absolute,drought_spei_relative,drought_spi_absolute,drought_spi_relative,extreme_heat_absolute,extreme_heat_relative,fire_FRP_absolute,fire_FRP_relative,fire_frequency_absolute,fire_frequency_relative,heatwave_duration_absolute,heatwave_duration_relative,heatwave_frequency_absolute,heatwave_frequency_relative,heatwave_severity_absolute,heatwave_severity_relative,pluvial_flood_absolute,pluvial_flood_relative,river_flood_absolute,river_flood_relative,sand_dust_absolute,sand_dust_relative,tropical_storm_absolute,tropical_storm_relative,vectorborne_malariapf_absolute,vectorborne_malariapf_relative,vectorborne_malariapv_absolute,vectorborne_malariapv_relative
TKM,7.503066786300087,8.11820841314743,7.650632316140715,9.95097892959673,4.232012419651851,1.0,7.429061782850347,7.34404474054204,7.218730054343583,5.568429623679143,7.6449447486166875,9.872380178905104,6.538719507775899,1.8219148380931418,4.545975099048007,1.0,4.106931891220095,1.0,7.116746700356975,4.046771984110816,7.63864745885793,8.08501944370212,5.020983674474808,1.0,7.1404441273689425,7.161921265548057,7.589894665265438,4.628623722764694,1.0,1.0,2.548985397087982,1.0,2.552844804392425,1.0
CYP,5.8194947148004275,6.707555231032359,5.919588031211443,7.670572452483588,2.0911033151104856,1.0,1.0,1.0,1.0,1.0,5.611758837598323,5.12433185750591,5.029482922975311,2.5295053362515336,2.412325565382787,1.0,5.863341126305603,6.853685932670371,5.532530385274162,4.036190274866353,1.0,1.0,4.119512096496386,1.3101695814353254,1.0,1.0,4.9480869623291674,2.0879833164832373,1.0,1.0,1.0,1.0,1.0,1.0
MLT,4.6551979369195635,3.91102337324703,4.780274069823022,4.546440184832194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.674905204859382,4.346690780869689,1.0,1.0,5.211525963269641,7.706346435215144,5.0346258211248465,5.50037803067633,1.0,1.0,,,1.0,1.0,2.6490484222557957,1.0091896333144585,1.0,1.0,1.0,1.0,1.0,1.0
TJK,7.870042860738113,8.64434340336088,7.970736539490872,9.93734168085745,1.0,1.0,7.907242110814879,9.098904079670751,7.251537058114094,3.90230163470126,7.597740743177749,6.001693063981222,6.151778706028845,1.1166572296011805,3.4808009189011653,1.0,7.744731505885882,6.9261668218521155,7.886986114667817,6.9762006050670715,6.222402031458966,1.4308422769138023,4.98023412250011,1.0,5.957626277040426,1.4813098987087776,6.97137105727872,1.8511141476117539,1.0,1.0,4.214097798933395,1.0,4.214229685750971,1.0
JEY,2.045252411499935,1.1730638542495717,3.995729242269599,6.179900227545668,2.055445187760345,2.3172883904935317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4740057598721177,3.0574553193138323,1.0,1.0,1.5806019294827474,1.0542537672737522,1.0,1.0,1.0,1.0,4.350824256926051,10.0,1.0,1.0,1.0,1.0
TZA,9.11714129970871,7.773276162295814,9.26063201682741,9.46467125201735,4.1360576455557,1.0,6.062609538243924,1.0,4.798751852819515,1.0,6.517489582667977,1.0359985734178536,8.922912469668844,2.456539458032246,8.313061761575423,2.87629488771039,9.260996092089352,8.874364395305443,9.463959491381878,9.308930079813106,1.0,1.0,7.447126252297059,1.1279847355813757,6.678271010145277,1.0709969339130372,6.531093395318928,1.0,3.5419065610644562,1.0,9.286863478235814,9.816207044892765,1.0,1.0
MYT,5.427663483896121,6.394511557671178,4.431248259613746,2.0974101271619894,1.3360857685487058,1.0,5.756672917850887,9.998791114013557,5.735568439147878,9.709034882897052,1.0,1.0,1.0,1.0,1.0,1.0,5.064028846380307,3.9387437851291063,5.146408859555091,3.9387437851291063,1.0,1.0,1.4601514088831617,1.0,1.0,1.0,1.0,1.0,5.756759550675792,10.0,1.0,1.0,1.0,1.0
SSD,7.480915157510211,4.315061735421671,8.119644539837427,9.988561200529542,1.0,1.0,8.02554346617606,8.767352156805611,7.923281216195498,7.6257240732454585,8.105437962395515,9.792700418241793,8.47730309785143,6.890650582486659,8.44097624254124,10.0,8.161152914271172,10.0,8.188062527255743,8.525999773560542,8.037911922252288,7.2991181057026635,5.9620262969045825,1.0746727900133728,7.444365734753946,5.695187316716146,5.497052297242837,1.0,1.0,1.0,8.120402241566424,9.999127813767894,4.308432931753654,1.0
TWN,5.746769313327672,1.3200188133822859,7.7325913048748856,9.57166497648927,6.031754965034108,2.2165577874519626,7.733152077230702,9.57912508121831,7.565683710621176,7.6137273233657625,1.0,1.0,6.004665402375445,1.1812438036765545,5.278459841036352,1.0410435267611877,7.588244648933946,7.4623978052886315,7.654507201332889,6.834864764592426,1.0,1.0,6.873737764228979,2.4152713693752674,6.902917444096065,4.578829087242228,3.7253244790621562,1.0,7.764031835677471,10.0,1.0,1.0,1.0,1.0
PHL,8.592205612542557,3.6411497825505563,9.20794962948304,7.939588521171456,8.02298167414304,2.519267315495348,9.258256029543126,8.504018979134901,9.15148647714249,7.3558874394817275,7.967913640503811,1.9569319529948639,8.082141690553438,1.2416595697438089,7.108043094451148,1.0592181170432258,9.009742638918903,5.745335815526936,9.06579720896195,5.034239427929682,1.0,1.0,8.083349907584877,1.4862714200903322,8.164344767189384,2.8947235696064104,5.120512676615917,1.0,9.371785244552377,9.949952247874204,6.249098827157129,1.0,6.188889872899718,1.0
xPI,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0
HKG,1.0,1.0,6.64794801524236,7.5718199484839745,5.98177638660247,8.441541745692899,6.847812089717451,9.96422462799296,1.0,1.0,1.0,1.0,4.021264418200305,1.0,1.0,1.0,5.865283148619287,2.829733525948769,6.38858514069338,4.534566674763981,1.0,1.0,5.038191443407722,1.3620792972612086,4.493194654205386,1.2378626551212253,4.559836430789817,1.062522318482134,6.850380759968692,10.0,1.0,1.0,1.0,1.0
MKD,6.139916989593523,7.539455427445984,6.3448386637034915,9.990471036937645,1.0,1.0,1.0,1.0,1.0,1.0,4.0391334269005545,1.1727331717256024,5.581234712039762,3.2486228546834988,4.331814758661787,1.5297139219563114,6.114637135647611,7.008821285048697,6.145670749805236,6.380686331002542,4.9347690067437,1.8294877304091133,3.872377430673617,1.0555328977807046,4.648604724280503,1.9697791834126708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TLS,5.103183375596364,1.7875367514580454,6.5662949552810925,9.20994368888239,3.0284492796538016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.361625066221426,1.9559056828584016,4.344840342174177,1.2461316806104286,1.0,1.0,6.771839402569515,9.993038726158238,1.0,1.0,4.471894895370811,1.1715298806164902,2.390515020091646,1.0,1.0,1.0,6.607855686665301,9.756780258232935,5.189381191693034,1.9118121213796488,5.23744598512163,1.9887138406344302
AUT,6.751935578702906,4.906440354500474,7.287098265444895,9.99874256745268,1.0,1.0,5.623296648320723,1.615971670589679,6.603042499074316,4.089698290812171,1.0,1.0,3.9467265123284783,1.0,4.438569618905282,1.0,5.504597854019284,1.4755269063943242,6.889171257643397,4.830075770949559,5.73023977695356,1.6254786901023817,5.479518865961585,1.3187934526802898,5.952574622300299,2.714096069507593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARE,4.789517376458939,1.0564701457460615,7.438701683920971,9.51029344763522,6.4647006660968165,6.083765139665269,4.8433257469956,1.0691603948803745,1.0,1.0,7.406518953411384,9.095699384492036,5.90100882102896,1.363142392504179,5.099236025550418,1.117464237261142,7.166748710269342,6.278152790365818,7.565747269481189,8.998477418916938,4.059190458036877,1.0,5.855352494329715,1.4435882165843625,6.144999305827692,2.711885506416253,8.378030382058897,10.0,1.0,1.0,1.0,1.0,1.0,1.0
GBR,7.534670481536148,2.3560623461787578,8.705144277212115,9.634299576431127,7.2025330653171915,2.3160207854706423,8.572752334771106,8.029657087951316,8.426032704423605,6.593710929402832,1.0,1.0,7.593746425741776,1.4960710406240594,6.208608410979085,1.0,5.113428755957979,1.0,6.7919129126422,1.2781280958021521,7.388775403192263,1.8513915959850915,7.241450261075718,1.3970952689865683,6.631487445886556,1.384588193808153,3.5629535722204184,1.0,8.431888916047793,6.645043872559542,1.0,1.0,1.0,1.0
USA,8.967030197191608,3.4619457762115715,9.779318785854796,9.79193114554928,7.933371364915833,1.1778286001366525,9.309095334344462,5.224972789125765,9.193902766690854,4.525474625008204,8.96129520983435,3.439570275643066,9.543344344257957,2.482611876406952,7.861885669550924,1.2391722929903866,8.923715586990893,3.1382229326744615,9.1857600971706,3.5034707206648363,9.488725961632754,5.235408514755812,8.8119391919364,1.7568933315153186,8.046035189466687,1.7321319695744064,8.220255192747489,1.1424439708112237,9.308670786151973,5.222161021232212,1.0,1.0,1.0,1.0
URY,6.111973227193111,4.002754511640789,6.720326877871301,8.780313395622612,2.691030956164335,1.0,6.7427090499135645,9.055451621515493,6.748173699921917,9.12407518106044,3.410983460129393,1.0,6.228252644545187,3.48137382066931,6.2364381424641255,6.351611185041406,1.0,1.0,1.0,1.0,6.4845776822483305,5.510329536602061,5.560305038976205,1.9967035314141786,5.125987265996974,1.9606803279592702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VEN,7.4154547501886885,2.8549542653441455,8.382901960672926,9.500752183548496,5.534829400527292,1.0,7.531203642388256,3.2333164418355103,7.056729267355511,2.0310112390130786,7.773654937436449,4.281284234929968,7.094980122714495,1.3890103279057002,7.959113252989498,5.874094035974455,8.394710444047139,9.111460587397094,8.506819851608741,8.660665063660138,4.622426971906778,1.0,7.35887574028693,1.9295988467750922,6.658295502120856,1.7713850003780722,6.120962930326021,1.0,8.204302862342262,7.440563085322366,8.251444017407414,7.930730237069284,8.251445106164155,7.931590716942587
VNM,8.926706064548103,7.187162458714976,9.075456908880057,8.79757384634138,9.234566664618495,10.0,8.585835730436752,4.629402981717663,8.391329955156946,3.6690894640144336,8.759058410728322,5.762659353756339,7.414690292291934,1.0200060508684174,7.876000660339148,2.1556102001340838,8.780594168028134,5.596647526602373,9.114221352741227,7.007788379825948,6.014817164908109,1.0,8.154605562162663,1.8388694749870098,8.87180038186295,9.019457451555002,6.429715207181292,1.0,9.167030340804518,9.988183498797682,5.082928016797784,1.0,4.973378810790949,1.0
TGO,7.683554782132294,6.779224649475835,7.925627754652819,9.421058818804278,2.1597575899284402,1.0,7.7750900760348785,7.664809103030946,7.24967060787888,3.9248169058682714,7.676548703511248,6.7164312253653815,5.272267149970139,1.0,7.731977763589413,8.265365476057095,7.915061257532079,8.793921383533707,8.087592215351691,9.185011145655386,1.0,1.0,6.065349977881116,1.1989357125477964,5.200633703443602,1.033762120615983,3.8886978001688077,1.0,1.0,1.0,7.966829731995503,9.976808014533079,1.0,1.0
ESH,1.0,1.0,5.672385524789649,8.574342688834443,3.5538228683550166,1.8198792183561896,4.895270362677967,3.234233813043081,4.448048414692879,2.079402980279454,5.19351259978097,4.584264084270114,1.0,1.0,1.0,1.0,4.090554888299752,1.5671517936036081,3.8226796366096036,1.3104404053815875,5.272273911694695,4.531563475770172,2.040785954535684,1.0,4.301772238390354,2.446305355749542,6.53896296066768,10.0,5.736868347183732,9.371908359685538,1.0,1.0,1.0,1.0
ZMB,7.418410572403216,2.5677716938318884,8.518586959602974,9.887796643183414,1.0,1.0,8.098316107466776,5.619223906575899,7.928270285859524,4.537107706753636,7.262350177049878,2.214427613410472,8.284128323990483,3.3023228919922905,8.9147899978345,10.0,8.257131450040719,6.5509348023249885,8.331716687453975,5.970876600531219,1.0,1.0,6.597316554772476,1.144910111860261,6.100440227711589,1.1692061419624553,3.8371095341467947,1.0,1.0,1.0,8.526677297119932,9.99999961975399,1.0,1.0
SHN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.053027089151536,1.0,1.0,1.6716746157993945,6.056896245535025,1.0,1.0,1.0,1.0,1.0,1.0
IDN,9.021884413079505,3.3275408088541596,9.816418783937891,9.098011799646114,7.473552900890083,1.0,9.71576899246552,7.925692452205072,9.437526574645043,5.4866279728446035,8.103284249949166,1.4994781813736988,8.98197641888095,1.4652468404533008,8.564896330103123,1.9517972832410855,9.6794966850064,7.061830800117102,9.90567558028562,7.542098884580767,5.165679984715352,1.0,8.899635585374083,1.7370428770152309,8.424994698131457,2.2192502581222766,5.596826944845299,1.0,7.608990848418282,1.1855354715193471,8.855394990043798,2.7821183770338838,8.876179171599526,2.84306632079474
SEN,8.126244311730197,7.028479192682737,8.361195986082654,9.686017383437648,5.2816494111150565,1.0,7.884696250145453,5.132624665340756,7.341859229930858,2.7447186941355834,8.164422473767004,7.397827115517697,7.884808155695471,2.6665397284919976,7.33325103929104,2.998916692603042,7.075069501675937,2.064972346806385,7.534884096364907,2.8218073621239372,5.452015897222944,1.0,6.270629008571051,1.0769749374821325,6.778501672222051,2.0229502099038568,7.527170901986635,1.9614094821707482,1.0,1.0,8.364323585859108,9.728257101781617,1.0,1.0
xJL,3.8325151994036606,2.41080053745269,5.0055472237208,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.934108567072558,1.0,1.0,1.0,5.028435952549901,10.0,5.110094478950472,10.0,5.009120778940977,8.962458729562673,2.164403664872851,1.0029811924167613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xAB,4.755198175514508,5.400970823004956,5.214466941827679,10.0,1.0,1.0,4.972183638068168,7.1764577039491675,5.214299274364431,9.997660491377403,5.214466941827679,10.0,4.963759883259802,7.417122739773259,5.373169813490612,10.0,5.238549491752305,10.0,4.89908553004687,5.720066109785968,5.3032525013641685,10.0,1.6888089098154149,1.0,5.1237252652947305,10.0,1.0,1.0,1.0,1.0,5.214466941827679,10.0,5.214387968363527,10.0
xUK,3.2816851694055034,8.541921813058734,3.0705502974949486,6.428963581902311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2479516309842253,4.407893107487505,1.0,1.0,2.791454318032236,4.449710719457113,2.827768044115397,4.449710719457113,1.0,1.0,1.0,1.0086776481756865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZAF,8.1082647775109,3.412587631504966,8.903495000172894,9.395041698398598,4.1010543423175925,1.0,6.8049989743020305,1.2477035433109565,7.4085091180783635,1.7642427878491656,7.346156842413311,1.6861876193333492,8.997260603605977,4.01622326383847,8.343757483762348,4.60445838254749,8.400513975877475,4.584855696853712,8.628094114396927,5.037133842437894,8.251629698638935,3.3806518869471325,7.244253176975896,1.2294836398259588,5.963809139094398,1.0,7.440931763452896,1.246402549907446,7.608813864297325,2.072091008043318,7.679211869122085,2.2048126769797673,1.0,1.0
MNE,4.835937032620896,3.3196940999406586,5.698466166389368,9.96944455723557,1.7621633425006955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.200659184063352,1.9217487702513922,4.366392435749226,3.0606686453670178,5.47555094877593,7.097545988396639,5.575998192100316,7.1882423877891535,4.903489857511909,3.2728100699896023,3.3095528027606997,1.1241696862187323,3.9017643380673284,1.836091850483888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COL,7.798306340592804,3.2797117939536444,8.672239554749247,9.9765216897848,5.421954417845408,1.0,7.465878063815071,2.3322165874537517,7.145918528850377,1.7799279598776385,7.487539814410908,2.3803339514505546,8.060632274887698,2.2670388866773026,6.528165674117632,1.177085239889738,8.580362452427163,8.279973500514258,8.810006129902712,9.167342152495097,4.990232515421862,1.0,7.578684360121823,1.8259680886833367,7.071187806605707,2.0125116185152336,5.618790156877951,1.0,7.446779789196961,2.291100547473338,8.104360951626255,4.701354474326974,8.119806013650626,4.792804165342031
BRA,8.683114903088557,3.305507808001065,9.508185948033432,9.412826278259454,5.432802248670224,1.0,9.223437434055764,6.401683593205107,9.01598791723412,4.903731550751392,8.84981952776143,4.0043627012060306,9.692543822289437,3.8240028526552705,8.346060469284248,2.245160928251868,9.234379784923446,6.107633596910969,9.386493470955143,5.993786049281488,7.6311396800142735,1.2941384622179937,8.355841027930003,1.5540771680076189,7.846482831402302,1.8036329352043399,6.609479702884782,1.0,1.0,1.0,8.096018014610092,1.882206538283937,8.096870590888608,1.8835891318234328
NZL,5.437974177642832,1.6363222294297106,6.922501833734515,8.010714978754404,3.2377484960344445,1.0,6.169223026610366,3.1435469105869736,5.455210858805451,1.6558210741889734,1.0,1.0,5.6884701414366345,1.6320008361445932,4.79291787772886,1.2009381746713164,6.174235791088879,3.061448211744589,6.75310751739449,5.282983097508085,3.275442006925928,1.0,5.538186234667791,1.5680075938423461,4.723922823947127,1.2320916085074214,3.0084261791627447,1.0,7.0833762877418085,10.0,1.0,1.0,1.0,1.0
xAP,2.9307955341175704,1.0,6.296838165057528,10.0,1.0,1.0,5.383806696788418,3.1473979937222816,3.1295171724052526,1.0,1.0,1.0,5.585733955227286,3.4626950295099634,4.39995893267211,1.6841253762182387,5.907606102852775,5.701235872972747,6.178913775965707,7.105899173179059,2.0924894540581485,1.0,3.76724441142789,1.039127337958433,4.7048030340821985,2.1678732994612058,2.834507679937141,1.0,1.0,1.0,6.1847544009003546,8.563026538019155,6.23342215399896,9.157735067562252
AND,3.710272143510956,5.659980307000415,4.1330207357215425,10.0,1.0,1.0,2.821092123742213,2.12244690389897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.150923623399713,10.0,4.214794510989401,10.0,2.9259306694738174,2.2529887740563286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GGY,1.0,1.0,3.688724186410071,6.127427359170815,3.152600709664587,10.0,4.049630799114595,9.990149653560845,1.5090391398605494,1.0929176604381174,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8302480373801506,1.365019020322822,1.0,1.0,1.0,1.0,4.050337043737265,10.0,1.0,1.0,1.0,1.0
SLE,7.6001065177641784,6.787030837252016,7.8679154178681205,9.77583981580253,4.432557125731576,1.0,6.749176863354336,2.501074940020567,1.0,1.0,7.614143328055025,6.915058949412375,8.907712907929909,10.0,8.423685172422056,10.0,6.748778011113691,2.4222940624380005,7.44156435391006,4.492493404177617,1.0,1.0,6.385255189887527,1.4977887091435194,5.877353844425269,1.4948439602972803,4.9386263510554596,1.0,1.0,1.0,7.872206513352527,9.834438541045749,1.0,1.0
SVK,6.635515503625662,5.948863092511389,7.019595748830421,9.997008955044706,1.0,1.0,4.421896515797173,1.0776161331687013,4.812224115230313,1.2159106599089398,1.0,1.0,5.149035392434954,1.220029299936714,3.065745918815911,1.0,6.755124880220238,6.668141326770224,6.57487149510675,4.60264103027199,6.041751702588213,2.6341163936074112,4.86476719761365,1.1430261977103982,5.662182237393674,2.6721351624990204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NPL,8.191003728106388,6.609197309658582,8.495075801197778,9.999798275330642,1.0,1.0,7.945531626786886,4.819614362555251,7.323585905273713,2.4143262759778383,8.134524167975844,6.135819179537812,7.074706137115286,1.2970360193343338,5.712505016565055,1.0,5.9920538131185985,1.095731950954816,6.004775845972427,1.072594655301473,3.243128483367307,1.0,6.68672290268538,1.2083319209282766,6.858639935971258,1.9630138071764986,3.8593295163305386,1.0,1.0,1.0,5.317974776948212,1.0,5.545475547133052,1.0073112567228812
GRL,1.0,1.0,1.0,1.0,3.12112321420261,10.0,1.7365753009667455,1.2725327914444762,2.762466088618212,2.664434609060613,1.0,1.0,1.0,1.0,1.0,1.0,3.677112364996817,7.891187000953034,3.7208560337754704,7.782133828814821,3.0270185303671435,3.3856069091268144,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BVT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BWA,5.398735816104768,1.7189445459531698,6.973970164469627,9.999067589761259,1.0,1.0,5.032281607906553,1.3705186826661215,5.351205786456991,1.6619606637681597,6.908670830730221,9.132083139845243,7.0842785609372525,7.038260467056517,5.264152015718743,1.848108495818383,6.74291744328035,6.9733011951253605,6.986566997448314,8.244792179044829,1.0,1.0,4.373459252055086,1.0,5.367632023479752,2.0998237121226984,5.315305787914587,1.364751400860495,1.0,1.0,6.520240487354155,5.438862645688184,1.0,1.0
LBR,6.972593765940751,4.226784852122728,7.628166981691656,9.984895370272412,3.607265813850269,1.0,6.924125860826173,3.988904159744443,5.630465288510946,1.3318412842004739,2.647165963460985,1.0,6.997446940527136,2.7735030885116694,7.15510487641496,6.443675912063549,6.9203737627855695,3.8171112221704857,7.558100495996415,7.218129260461305,1.0,1.0,6.274158139632275,1.689826930047773,6.889505570967119,5.3520866419702475,3.1076008164857405,1.0,1.0,1.0,7.5775989240963995,9.307037185185157,1.0,1.0
ERI,7.021480822375755,6.737537841726864,7.2476464081099685,9.156734850521621,3.491315772621914,1.0,6.959002158451167,6.204510819352633,6.742088134264645,4.7047836959000735,6.747154424337687,4.734418045086158,5.743311971276719,1.4010426925972939,3.215113625642858,1.0,7.31964594612511,9.626584964522339,7.305855269402922,7.959305945592342,1.0,1.0,3.4845806334972007,1.0,4.086321111049102,1.0,7.869314748980344,10.0,1.0,1.0,7.250008481439416,9.186694401845797,7.250008481439416,9.187696951425757
CXR,1.0,1.0,1.0,1.0078376488960488,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.1754986716660465,10.0,1.0,1.0,1.0,1.0
HMD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VAT,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNQ,6.65456485108837,7.3854244163676945,6.8501824673455936,9.653711061311142,2.47750296687395,1.0,6.338021193245924,4.892914508815942,6.233261783938156,4.3011272290790945,1.0,1.0,1.0,1.0,2.8508694886363024,1.0,6.586456714696341,6.465101481032879,6.918197642610254,8.613241676581705,4.05499212985054,1.0175282847744858,5.534771791809351,1.8524512871095886,5.328043413855724,2.223908476620758,3.351186883608373,1.0,1.0,1.0,6.8108600634994545,9.141482369663223,1.0,1.0
UGA,8.96172024631667,8.12907803334981,9.097149005458256,9.797463725819899,1.0,1.0,7.464449068364303,1.634120342758753,4.41909367672987,1.0,7.611764947949657,1.8180958088068395,8.43947809378188,1.9811069318521455,8.18459884203855,3.135193051758399,9.157955601828371,9.996891676286669,9.320618688530454,9.960217589823065,3.8895922647317875,1.0,6.051695020169781,1.0,5.400808578812121,1.0,3.545874849996228,1.0,1.0,1.0,9.099754536561957,9.833085188955312,1.0,1.0
HUN,7.128000006529623,7.432285682826526,7.342226375824264,9.972214986683738,1.0,1.0,1.0,1.0,1.6878766289401765,1.0,1.0,1.0,5.92307061768173,1.5355325578367047,3.217631545862754,1.0,5.966617700742338,1.959582600214775,6.605065941021728,3.257577230295541,5.264857331612916,1.2350649148818413,5.794625872654338,1.525206043110182,5.993829209214354,2.665275669949098,1.3153008916215696,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xRI,1.0,1.0,2.51138776909454,3.5982021351573583,1.516517511208912,5.707990840268453,2.9156029313306764,5.9104212458994105,2.5874846936875766,3.9314081513206967,1.0,1.0,1.1033548998088203,1.7157840501597363,1.0,1.0,2.870895987780659,5.503125055806099,2.913146635114171,5.532956987591328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3048855927630996,10.0,1.0,1.0,1.0,1.0
IND,10.0,8.538286250280324,10.0,9.885680219964293,7.329720720743816,1.0,10.0,7.00351120492183,10.0,4.705565778125587,10.0,9.269763580514953,10.0,1.2315531880199067,9.357475098256124,1.4295435819336337,9.88929970003572,2.5738568986381014,9.339419642226142,1.4675864168515842,6.628551176872556,1.0,10.0,1.602380786380174,10.0,3.6983622462002326,9.291482693975292,1.04364710728281,10.0,4.230468625494199,10.0,6.986304613469229,10.0,7.180755034507755
JOR,7.350927941298394,4.592753816077792,7.939419092158907,10.0,1.0,1.0,7.430817029759249,5.073364677516422,7.682412802751108,7.036399996968603,7.859305690278422,8.948023375594198,6.792374909784935,1.69213989530216,3.367950321784331,1.0,7.226957864762317,3.793430006257896,7.522624515905573,4.625597318577624,6.774651023204406,2.1734386666572423,5.539595153727033,1.0056942976981327,4.0820727474721075,1.0,7.948467072459053,4.753945094060526,1.0,1.0,1.0,1.0,1.0,1.0
LBN,6.933763021208984,5.39378995422661,7.394009740100486,9.999102773506465,3.055798514907509,1.0,7.043841953781524,6.219393383807255,5.1411158299935416,1.195268205628596,3.0312277682988205,1.0,6.708690623772667,2.775785240007624,3.5858622422258337,1.0,5.40788760109886,1.3238410685661237,5.629772611727404,1.4147939850225655,4.824480839276321,1.0646920180454797,5.431924753040285,1.212819722744352,3.3334124624086194,1.0,5.624376238524361,1.2479668985365904,1.0,1.0,1.0,1.0,1.0,1.0
LBY,7.346367585140381,7.277077912516676,7.5329066114222165,9.388420551469721,4.913711214685378,1.0,5.964525740406446,1.672529785909124,5.767394910872066,1.4731878166167518,7.258231160730109,6.471264671341773,6.886688625601834,2.6525359963139357,5.41058853200777,1.250426212506753,5.098427555883002,1.1040085790656542,6.485130634380711,2.27943123940444,7.506503564929968,7.519746102623536,5.39067392988173,1.0940094633011272,5.5813755777082505,1.5144291871256361,7.903239160161453,7.276390593254934,1.0,1.0,1.0,1.0,1.0,1.0
BGD,9.598311482518923,9.257461267236556,9.640668669203654,9.818313955960898,9.132373752277978,7.0003736033966035,9.587073279161515,9.114676347718431,9.301246199480598,6.200339738100679,9.531391474399243,8.442444784117429,8.264869859955482,1.1417513763688156,6.5502776247727486,1.0,8.202745326924662,1.8294160317257382,8.421701141954685,1.9355439177100755,1.0,1.0,8.460838528104569,1.54188062540788,9.501941108848676,10.0,6.555678789237673,1.0,9.593995962915724,9.202339704916767,7.765514273941847,1.409974612296142,7.695284321713263,1.3588286809709194
PSE,5.4911685379105695,1.274799365899816,7.584237273134617,9.998050238802247,1.0,1.0,1.882154531218756,1.0,3.783915473595717,1.0,6.596485156975437,2.9044117986302114,6.103166408923948,1.4219601983041188,4.356560160792105,1.0,7.227097882687103,5.88455798085584,7.401830346968328,6.25902668399387,7.297006132128585,5.68965365224919,5.7415687715993275,1.2666950767967005,2.670118261960283,1.0,6.1977308005215495,1.4999308403195482,1.0,1.0,1.0,1.0,1.0,1.0
MDA,6.583148523050422,7.73036305413044,6.770259912806262,9.999978824167018,1.0,1.0,5.477704121532806,2.159069119236976,1.0,1.0,1.0,1.0,6.066939330611828,3.1321035184962907,2.113439599092173,1.0,6.300919486329143,5.132212086615992,6.522552629211601,5.918860563132605,6.548134004860888,6.32440453607938,4.147489201309496,1.0,4.600557422272704,1.3757496988433666,1.3321844271275691,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPM,1.0,1.0,1.0,1.5006717067648647,1.0,1.080768696770174,1.9227356095288606,10.0,1.9227356095288606,10.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.9227356095288606,10.0,1.0,1.0,1.0,1.0
